우편번호|시도|시도영문|시군구|시군구영문|읍면|읍면영문|도로명코드|도로명|도로명영문|지하여부|건물번호본번|건물번호부번|건물관리번호|다량배달처명|시군구용건물명|법정동코드|법정동명|리명|행정동명|산여부|지번본번|읍면동일련번호|지번부번|구우편번호|우편번호일련번호
06100|서울특별시|Seoul|강남구|Gangnam-gu|||116804166449|선릉로119길|Seolleung-ro 119-gil|0|24|3|1168010800102550018006932||웨일즈빌딩|1168010800|논현동||논현2동|0|255|01|18||
06120|서울특별시|Seoul|강남구|Gangnam-gu|||116804166006|강남대로112길|Gangnam-daero 112-gil|0|25|0|1168010800101970024009336||위더스빌딩|1168010800|논현동||논현1동|0|197|01|24||
06058|서울특별시|Seoul|강남구|Gangnam-gu|||116804166579|언주로138길|Eonju-ro 138-gil|0|12|0|1168010800101070021005785||위듀빌|1168010800|논현동||논현2동|0|107|01|21||
06051|서울특별시|Seoul|강남구|Gangnam-gu|||116804166138|논현로142길|Nonhyeon-ro 142-gil|0|33|0|1168010800100760004005713||윈저빌|1168010800|논현동||논현2동|0|76|01|4||
06118|서울특별시|Seoul|강남구|Gangnam-gu|||116804166010|강남대로120길|Gangnam-daero 120-gil|0|58|0|1168010800101800006000001||우성아파트|1168010800|논현동||논현1동|0|180|01|6||
06052|서울특별시|Seoul|강남구|Gangnam-gu|||116804166130|논현로132길|Nonhyeon-ro 132-gil|0|8|0|1168010800100870003000001||우신논현빌딩|1168010800|논현동||논현2동|0|87|01|3||
06114|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|516|0|1168010800101640002008842||제아메디컬빌딩|1168010800|논현동||논현1동|0|164|03|2||
06120|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|478|0|1168010800102000000009375||제우빌딩|1168010800|논현동||논현1동|0|200|03|0||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116804166113|논현로113길|Nonhyeon-ro 113-gil|0|15|0|1168010800101930007008847||제우빌딩|1168010800|논현동||논현1동|0|193|01|7||
06113|서울특별시|Seoul|강남구|Gangnam-gu|||116804166781|학동로20길|Hakdong-ro 20-gil|0|34|0|1168010800101340011007728||제이빌딩|1168010800|논현동||논현1동|0|134|01|11||
06043|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|586|0|1168010800100180003006755||제이빌딩|1168010800|논현동||논현1동|0|18|03|3||
06044|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|105|0|1168010800100510003000001||제이빌딩|1168010800|논현동||논현1동|0|51|03|3||
06110|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|536|0|1168010800101420003000001||자생한방병원|1168010800|논현동||논현1동|0|142|03|3||
06104|서울특별시|Seoul|강남구|Gangnam-gu|||116804166127|논현로128길|Nonhyeon-ro 128-gil|0|5|0|1168010800102070003027283||장뻘빌딩|1168010800|논현동||논현2동|0|207|01|3||
06114|서울특별시|Seoul|강남구|Gangnam-gu|||116804166013|강남대로126길|Gangnam-daero 126-gil|0|26|7|1168010800101460009027199||장원 빌딩|1168010800|논현동||논현1동|0|146|01|9||
06049|서울특별시|Seoul|강남구|Gangnam-gu|||116804166143|논현로150길|Nonhyeon-ro 150-gil|0|24|0|1168010800100650006005390||장화 신은 고양이빌딩|1168010800|논현동|||0|65|01|6||
06111|서울특별시|Seoul|강남구|Gangnam-gu|||116804166014|강남대로128길|Gangnam-daero 128-gil|0|79|0|1168010800101260008007264||재경광주고동창회관|1168010800|논현동||논현1동|0|126|01|8||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116803122004|봉은사로|Bongeunsa-ro|0|315|0|1168010800102770029008267||재인빌딩|1168010800|논현동||논현2동|0|277|03|21||
06104|서울특별시|Seoul|강남구|Gangnam-gu|||116804166573|언주로129길|Eonju-ro 129-gil|0|8|0|1168010800102100002006678||재정빌딩|1168010800|논현동||논현2동|0|210|01|2||
06043|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|574|0|1168010800100190007007031||전기공사공제조합회관|1168010800|논현동||논현1동|0|19|03|7||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116803122004|봉은사로|Bongeunsa-ro|0|159|0|1168010800102060017009197||정글빌딩|1168010800|논현동||논현1동|0|206|03|17||
06112|서울특별시|Seoul|강남구|Gangnam-gu|||116804166781|학동로20길|Hakdong-ro 20-gil|0|19|1|1168010800101270009007430||정금빌딩|1168010800|논현동||논현1동|0|127|01|9||
06106|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|625|0|1168010800102180016007306||인바디빌딩|1168010800|논현동||논현2동|0|218|04|16||
06045|서울특별시|Seoul|강남구|Gangnam-gu|||116804166777|학동로17길|Hakdong-ro 17-gil|0|13|0|1168010800100420006000001||인본|1168010800|논현동|||0|42|01|6||
06099|서울특별시|Seoul|강남구|Gangnam-gu|||116804166456|선릉로129길|Seolleung-ro 129-gil|0|3|8|1168010800102420025006355||인투빌딩|1168010800|논현동||논현2동|0|242|01|25||
06111|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|126|0|1168010800101240003007453||인픽스빌딩|1168010800|논현동||논현1동|0|124|03|3||
06058|서울특별시|Seoul|강남구|Gangnam-gu|||116804166578|언주로136길|Eonju-ro 136-gil|0|3|6|1168010800101060010009407||일공6일공|1168010800|논현동||논현2동|0|106|01|10||
06108|서울특별시|Seoul|강남구|Gangnam-gu|||116804166345|봉은사로29길|Bongeunsa-ro 29-gil|0|24|7|1168010800102290011000001||일레븐빌|1168010800|논현동||논현2동|0|229|01|11||
06045|서울특별시|Seoul|강남구|Gangnam-gu|||116804166779|학동로19길|Hakdong-ro 19-gil|0|16|0|1168010800100390003006768||일성빌라|1168010800|논현동||논현1동|0|39|01|3||
06060|서울특별시|Seoul|강남구|Gangnam-gu|||116804166803|학동로47길|Hakdong-ro 47-gil|0|6|0|1168010800101180011005995||일우빌딩|1168010800|논현동||논현2동|0|118|01|11||
06115|서울특별시|Seoul|강남구|Gangnam-gu|||116804166781|학동로20길|Hakdong-ro 20-gil|0|25|9|1168010800101330010007740||이래하우스|1168010800|논현동||논현1동|0|133|01|10||
06098|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|640|0|1168010800102480007006672||임피리얼팰리스호텔|1168010800|논현동||논현2동|0|248|04|7||
06058|서울특별시|Seoul|강남구|Gangnam-gu|||116804166578|언주로136길|Eonju-ro 136-gil|0|15|13|1168010800101070006005610||이레빌라|1168010800|논현동||논현2동|0|107|01|6||
06116|서울특별시|Seoul|강남구|Gangnam-gu|||116804166334|봉은사로11길|Bongeunsa-ro 11-gil|0|61|0|1168010800101730008000002||이레재|1168010800|논현동||논현1동|0|173|01|8||
06100|서울특별시|Seoul|강남구|Gangnam-gu|||116804166806|학동로50길|Hakdong-ro 50-gil|0|47|0|1168010800102540035027097||이모스 빌딩|1168010800|논현동||논현2동|0|254|01|35||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116804166112|논현로111길|Nonhyeon-ro 111-gil|0|34|0|1168010800101940022000001||이산아파트|1168010800|논현동||논현1동|0|194|01|22||
06105|서울특별시|Seoul|강남구|Gangnam-gu|||116804166790|학동로30길|Hakdong-ro 30-gil|0|14|0|1168010800102150003007035||이세빌딩|1168010800|논현동||논현2동|0|215|01|3||
06061|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|305|5|1168010800101150009006245||이아(oia)빌|1168010800|논현동||논현2동|0|115|03|9||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116803122004|봉은사로|Bongeunsa-ro|0|307|0|1168010800102770036027835||이안논현|1168010800|논현동||논현2동|0|277|03|36||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166352|봉은사로43길|Bongeunsa-ro 43-gil|0|6|6|1168010800102770025028242||이안논현빌라트|1168010800|논현동||논현2동|0|277|01|25||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166352|봉은사로43길|Bongeunsa-ro 43-gil|0|6|4|1168010800102770026028241||이안논현빌라트|1168010800|논현동||논현2동|0|277|01|26||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166444|선릉로111길|Seolleung-ro 111-gil|0|37|0|1168010800102770007027365||이안빌딩|1168010800|논현동||논현2동|0|277|01|7||
06049|서울특별시|Seoul|강남구|Gangnam-gu|||116804166140|논현로146길|Nonhyeon-ro 146-gil|0|13|0|1168010800100670025005623||이에스(ES.VILL)|1168010800|논현동||논현2동|0|67|01|25||
06049|서울특별시|Seoul|강남구|Gangnam-gu|||116804166583|언주로147길|Eonju-ro 147-gil|0|36|0|1168010800100640009005407||이엑스빌딩|1168010800|논현동||논현2동|0|64|01|9||
06108|서울특별시|Seoul|강남구|Gangnam-gu|||116804166345|봉은사로29길|Bongeunsa-ro 29-gil|0|26|0|1168010800102290013008488||이움|1168010800|논현동||논현2동|0|229|01|13||
06061|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|303|2|1168010800102790067000002||이전노점12|1168010800|논현동||논현2동|0|279|03|67||
06058|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|710|2|1168010800102790023000001||이전노점26|1168010800|논현동||논현2동|0|279|04|23||
06044|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|562|2|1168010800102800000000002||이전노점28|1168010800|논현동||논현1동|0|280|03|0||
06039|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|128|2|1168010800102790000000001||이전노점8|1168010800|논현동||논현1동|0|279|03|0||
06038|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|114|2|1168010800102790000000002||이전노점9|1168010800|논현동||논현1동|0|279|03|0||
06044|서울특별시|Seoul|강남구|Gangnam-gu|||116802102001|강남대로|Gangnam-daero|0|556|0|1168010800100500002007568||이투데이빌딩|1168010800|논현동||논현1동|0|50|03|1||
06053|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|229|0|1168010800100890011006506||익성논현|1168010800|논현동||논현2동|0|89|03|11||
06112|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|158|0|1168010800101270000027241||율암빌딩|1168010800|논현동||논현1동|0|127|03|2||
06106|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|644|0|1168010800102160018007738||지영빌딩|1168010800|논현동||논현2동|0|216|04|18||
06056|서울특별시|Seoul|강남구|Gangnam-gu|||116804166464|선릉로137길|Seolleung-ro 137-gil|0|14|4|1168010800101040033000001||진 팰리스|1168010800|논현동||논현2동|0|104|01|33||
06055|서울특별시|Seoul|강남구|Gangnam-gu|||116804166586|언주로150길|Eonju-ro 150-gil|0|50|0|1168010800100950007005100||진명빌딩|1168010800|논현동||논현2동|0|95|01|7||
06047|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|206|0|1168010800100590005005364||진성빌딩|1168010800|논현동||논현2동|0|59|03|5||
06055|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|755|0|1168010800100940020005095||진성빌딩|1168010800|논현동||논현2동|0|94|07|20||
06053|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|223|6|1168010800100890006000001||조인빌딩|1168010800|논현동||논현2동|0|89|03|6||
06102|서울특별시|Seoul|강남구|Gangnam-gu|||116804166565|언주로114길|Eonju-ro 114-gil|0|11|1|1168010800102740010008132||종인빌딩|1168010800|논현동||논현2동|0|274|01|10||
06108|서울특별시|Seoul|강남구|Gangnam-gu|||116804166116|논현로116길|Nonhyeon-ro 116-gil|0|20|0|1168010800102290003008386||좋은 사람 좋은 집|1168010800|논현동||논현2동|0|229|01|3||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166446|선릉로115길|Seolleung-ro 115-gil|0|31|0|1168010800102710002027247||좋은사람 좋은집|1168010800|논현동||논현2동|0|271|01|2||
06116|서울특별시|Seoul|강남구|Gangnam-gu|||116804166778|학동로18길|Hakdong-ro 18-gil|0|50|9|1168010800101550011027554||좋은사람좋은집|1168010800|논현동||논현1동|0|155|01|11||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166446|선릉로115길|Seolleung-ro 115-gil|0|29|0|1168010800102710003007603||좋은사람좋은집|1168010800|논현동||논현2동|0|271|01|3||
06120|서울특별시|Seoul|강남구|Gangnam-gu|||116804166008|강남대로116길|Gangnam-daero 116-gil|0|33|0|1168010800101850009009216||주은빌|1168010800|논현동||논현1동|0|185|01|9||
06102|서울특별시|Seoul|강남구|Gangnam-gu|||116804166352|봉은사로43길|Bongeunsa-ro 43-gil|0|21|0|1168010800102730013027088||준화빌딩|1168010800|논현동||논현2동|0|273|01|13||
06049|서울특별시|Seoul|강남구|Gangnam-gu|||116804166140|논현로146길|Nonhyeon-ro 146-gil|0|8|3|1168010800100740005005737||제이빌딩|1168010800|논현동||논현2동|0|74|01|5||
06040|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|156|0|1168010800100060013005622||중앙엠앤비사옥|1168010800|논현동||논현1동|0|6|03|13||
06059|서울특별시|Seoul|강남구|Gangnam-gu|||116804166799|학동로43길|Hakdong-ro 43-gil|0|30|0|1168010800101080002005715||제이빌아파트|1168010800|논현동||논현2동|0|108|01|2||
06099|서울특별시|Seoul|강남구|Gangnam-gu|||116804166456|선릉로129길|Seolleung-ro 129-gil|0|25|0|1168010800102430003000001||제이제이포리원|1168010800|논현동||논현2동|0|243|01|3||
06051|서울특별시|Seoul|강남구|Gangnam-gu|||116804166792|학동로33길|Hakdong-ro 33-gil|0|33|0|1168010800100780017006027||제이피스페이스|1168010800|논현동||논현2동|0|78|01|17||
06052|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|213|0|1168010800100880008006626||제현빌딩|1168010800|논현동||논현2동|0|88|03|8||
06046|서울특별시|Seoul|강남구|Gangnam-gu|||116804166783|학동로23길|Hakdong-ro 23-gil|0|22|0|1168010800100380001006609||조광빌딩|1168010800|논현동||논현1동|0|38|01|1||
06046|서울특별시|Seoul|강남구|Gangnam-gu|||116804166133|논현로135길|Nonhyeon-ro 135-gil|0|23|0|1168010800100380000027622||조복빌딩|1168010800|논현동||논현1동|0|38|01|0||
06114|서울특별시|Seoul|강남구|Gangnam-gu|||116804166012|강남대로124길|Gangnam-daero 124-gil|0|34|0|1168010800101600001027496||조안빌딩|1168010800|논현동||논현1동|0|160|01|1||
06101|서울특별시|Seoul|강남구|Gangnam-gu|||116804166570|언주로124길|Eonju-ro 124-gil|0|42|0|1168010800102570001007119||조안하우스|1168010800|논현동||논현2동|0|257|01|1||
06045|서울특별시|Seoul|강남구|Gangnam-gu|||116804166779|학동로19길|Hakdong-ro 19-gil|0|22|0|1168010800100390002006695||조엔리빌딩|1168010800|논현동||논현1동|0|39|01|2||
06045|서울특별시|Seoul|강남구|Gangnam-gu|||116804166129|논현로131길|Nonhyeon-ro 131-gil|0|34|0|1168010800100390004027599||조은빌딩|1168010800|논현동||논현1동|0|39|01|4||
06117|서울특별시|Seoul|강남구|Gangnam-gu|||116804166343|봉은사로25길|Bongeunsa-ro 25-gil|0|37|0|1168010800101760011008395||정노빌딩|1168010800|논현동||논현1동|0|176|01|11||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|609|0|1168010800101920005008908||정빌딩|1168010800|논현동||논현1동|0|192|04|5||
06043|서울특별시|Seoul|강남구|Gangnam-gu|||116804166017|강남대로136길|Gangnam-daero 136-gil|0|5|4|1168010800100200009006976||정빌딩|1168010800|논현동||논현1동|0|20|01|9||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166446|선릉로115길|Seolleung-ro 115-gil|0|3|0|1168010800102680002007374||정승현건물|1168010800|논현동||논현2동|0|268|01|2||
06040|서울특별시|Seoul|강남구|Gangnam-gu|||116804166141|논현로149길|Nonhyeon-ro 149-gil|0|19|0|1168010800100090005009425||정암빌라|1168010800|논현동||논현1동|0|9|01|5||
06112|서울특별시|Seoul|강남구|Gangnam-gu|||116804166126|논현로127길|Nonhyeon-ro 127-gil|0|13|0|1168010800101310014009547||정영빌딩|1168010800|논현동||논현1동|0|131|01|14||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166359|봉은사로51길|Bongeunsa-ro 51-gil|0|26|0|1168010800102680006007456||정원빌리지|1168010800|논현동||논현2동|0|268|01|6||
06041|서울특별시|Seoul|강남구|Gangnam-gu|||116804166785|학동로25길|Hakdong-ro 25-gil|0|33|0|1168010800100290016000001||정일아원|1168010800|논현동||논현1동|0|29|01|16||
06055|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|753|0|1168010800100940021005102||정주빌딩|1168010800|논현동||논현2동|0|94|07|21||
06120|서울특별시|Seoul|강남구|Gangnam-gu|||116804166007|강남대로114길|Gangnam-daero 114-gil|0|17|0|1168010800101840020009313||정진빌딩|1168010800|논현동||논현1동|0|184|01|20||
06056|서울특별시|Seoul|강남구|Gangnam-gu|||116804166467|선릉로145길|Seolleung-ro 145-gil|0|5|8|1168010800101010009005185||정하빌리지|1168010800|논현동||논현2동|0|101|01|9||
06107|서울특별시|Seoul|강남구|Gangnam-gu|||116804166116|논현로116길|Nonhyeon-ro 116-gil|0|17|0|1168010800102270009008311||정호빌딩|1168010800|논현동||논현2동|0|227|01|9||
06049|서울특별시|Seoul|강남구|Gangnam-gu|||116804166138|논현로142길|Nonhyeon-ro 142-gil|0|5|0|1168010800100740023026416||캉캉빌딩|1168010800|논현동||논현2동|0|74|01|23||
06109|서울특별시|Seoul|강남구|Gangnam-gu|||116804166350|봉은사로37길|Bongeunsa-ro 37-gil|0|5|0|1168010800102360005008694||캠프지|1168010800|논현동||논현2동|0|236|01|4||
06100|서울특별시|Seoul|강남구|Gangnam-gu|||116804166359|봉은사로51길|Bongeunsa-ro 51-gil|0|40|0|1168010800102670018000001||케럿스테이트|1168010800|논현동||논현2동|0|267|01|18||
06101|서울특별시|Seoul|강남구|Gangnam-gu|||116804166798|학동로42길|Hakdong-ro 42-gil|0|67|13|1168010800102630012007630||케아하우스13차|1168010800|논현동||논현2동|0|263|01|12||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116804166113|논현로113길|Nonhyeon-ro 113-gil|0|38|0|1168010800101890022008996||케아하우스18차|1168010800|논현동||논현1동|0|189|01|22||
06113|서울특별시|Seoul|강남구|Gangnam-gu|||116804166013|강남대로126길|Gangnam-daero 126-gil|0|65|1|1168010800101360039007565||케아하우스23차|1168010800|논현동||논현1동|0|136|01|39||
06098|서울특별시|Seoul|강남구|Gangnam-gu|||116804166798|학동로42길|Hakdong-ro 42-gil|0|25|0|1168010800102470011006791||케이공간|1168010800|논현동||논현2동|0|247|01|11||
06038|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|110|0|1168010800100020000009434||케이비엘 센터|1168010800|논현동||논현1동|0|2|03|0||
06056|서울특별시|Seoul|강남구|Gangnam-gu|||116804166464|선릉로137길|Seolleung-ro 137-gil|0|20|0|1168010800101040023027563||케이씨빌|1168010800|논현동||논현2동|0|104|01|23||
06052|서울특별시|Seoul|강남구|Gangnam-gu|||116803122011|학동로|Hakdong-ro|0|205|0|1168010800100870005006694||케이에이엔지빌딩|1168010800|논현동||논현2동|0|87|03|5||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166352|봉은사로43길|Bongeunsa-ro 43-gil|0|18|0|1168010800102720026008058||코너스톤주상복합|1168010800|논현동||논현2동|0|272|01|26||
06051|서울특별시|Seoul|강남구|Gangnam-gu|||116804166276|도산대로38길|Dosan-daero 38-gil|0|48|0|1168010800100770028005826||코드컴사옥|1168010800|논현동||논현2동|0|77|01|28||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116804166356|봉은사로49길|Bongeunsa-ro 49-gil|0|12|0|1168010800102690013007949||코리아테크빌딩|1168010800|논현동||논현2동|0|269|01|13||
06100|서울특별시|Seoul|강남구|Gangnam-gu|||116804166449|선릉로119길|Seolleung-ro 119-gil|0|7|0|1168010800102670000006943||청안주택|1168010800|논현동||논현2동|0|267|01|0||
06099|서울특별시|Seoul|강남구|Gangnam-gu|||116804166455|선릉로127길|Seolleung-ro 127-gil|0|13|0|1168010800102420039026757||청운주택|1168010800|논현동||논현2동|0|242|01|39||
06048|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|232|0|1168010800100620005005233||청학아파트|1168010800|논현동||논현2동|0|62|03|3||
06057|서울특별시|Seoul|강남구|Gangnam-gu|||116804166584|언주로148길|Eonju-ro 148-gil|0|14|0|1168010800100980012005210||청호불교문화원|1168010800|논현동||논현2동|0|98|01|12||
06054|서울특별시|Seoul|강남구|Gangnam-gu|||116804166584|언주로148길|Eonju-ro 148-gil|0|19|0|1168010800100970007005158||청호빌딩|1168010800|논현동||논현2동|0|97|01|7||
06038|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|120|0|1168010800100030002000001||청호빌딩|1168010800|논현동||논현1동|0|3|03|2||
06106|서울특별시|Seoul|강남구|Gangnam-gu|||116804166790|학동로30길|Hakdong-ro 30-gil|0|37|20|1168010800102190009007447||첼시하우스|1168010800|논현동||논현2동|0|219|01|9||
06106|서울특별시|Seoul|강남구|Gangnam-gu|||116804166790|학동로30길|Hakdong-ro 30-gil|0|37|18|1168010800102190010007463||첼시하우스2|1168010800|논현동||논현2동|0|219|01|10||
06045|서울특별시|Seoul|강남구|Gangnam-gu|||116804166783|학동로23길|Hakdong-ro 23-gil|0|17|0|1168010800100390021006684||초석빌딩|1168010800|논현동||논현1동|0|39|01|21||
06114|서울특별시|Seoul|강남구|Gangnam-gu|||116804166013|강남대로126길|Gangnam-daero 126-gil|0|24|0|1168010800101450005008371||초이스타운|1168010800|논현동||논현1동|0|145|01|5||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|609|0|1168010800102680014007760||충연빌딩|1168010800|논현동||논현2동|0|268|07|14||
06055|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|757|0|1168010800100940009009648||청담씨티요양병원|1168010800|논현동||논현2동|0|94|07|9||
06049|서울특별시|Seoul|강남구|Gangnam-gu|||116804166140|논현로146길|Nonhyeon-ro 146-gil|0|31|0|1168010800100680016005511||청림|1168010800|논현동||논현2동|0|68|01|16||
06109|서울특별시|Seoul|강남구|Gangnam-gu|||116804166350|봉은사로37길|Bongeunsa-ro 37-gil|0|9|0|1168010800102320019027549||청마빌딩|1168010800|논현동||논현2동|0|232|01|19||
06102|서울특별시|Seoul|강남구|Gangnam-gu|||116804166352|봉은사로43길|Bongeunsa-ro 43-gil|0|21|1|1168010800102730010008036||청비빌라트|1168010800|논현동||논현2동|0|273|01|10||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|613|0|1168010800102680011007650||진영빌딩|1168010800|논현동||논현2동|0|268|07|11||
06112|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|667|0|1168010800101290002006878||진우빌딩|1168010800|논현동||논현1동|0|129|04|1||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116804166115|논현로115길|Nonhyeon-ro 115-gil|0|19|0|1168010800101900002008765||진흥펠리체|1168010800|논현동||논현1동|0|190|01|2||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116804166115|논현로115길|Nonhyeon-ro 115-gil|0|21|0|1168010800101900020000001||진흥펠리체|1168010800|논현동||논현1동|0|190|01|20||
06051|서울특별시|Seoul|강남구|Gangnam-gu|||116804166138|논현로142길|Nonhyeon-ro 142-gil|0|41|0|1168010800100760016005706||차암빌|1168010800|논현동||논현2동|0|76|01|16||
06112|서울특별시|Seoul|강남구|Gangnam-gu|||116804166784|학동로24길|Hakdong-ro 24-gil|0|20|0|1168010800101270011027258||참존빌딩|1168010800|논현동||논현1동|0|127|01|11||
06041|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|723|0|1168010800100340024006108||창성빌딩|1168010800|논현동||논현1동|0|34|04|24||
06103|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|619|0|1168010800102680021007432||채운빌딩|1168010800|논현동||논현2동|0|268|07|4||
06041|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|733|0|1168010800100330018005849||천조빌딩|1168010800|논현동||논현1동|0|33|04|18||
06120|서울특별시|Seoul|강남구|Gangnam-gu|||116804166008|강남대로116길|Gangnam-daero 116-gil|0|16|0|1168010800101840008026678||청계빌라|1168010800|논현동||논현1동|0|184|01|8||
06040|서울특별시|Seoul|강남구|Gangnam-gu|||116804166261|도산대로16길|Dosan-daero 16-gil|0|13|20|1168010800100100031026683||청구빌딩|1168010800|논현동||논현1동|0|10|01|31||
06122|서울특별시|Seoul|강남구|Gangnam-gu|||116803122004|봉은사로|Bongeunsa-ro|0|161|0|1168010800102060016009175||중앙빌딩|1168010800|논현동||논현1동|0|206|03|16||
06044|서울특별시|Seoul|강남구|Gangnam-gu|||116804166830|학동로9길|Hakdong-ro 9-gil|0|21|0|1168010800100440008027033||지고하임|1168010800|논현동||논현1동|0|44|01|8||
06044|서울특별시|Seoul|강남구|Gangnam-gu|||116804166017|강남대로136길|Gangnam-daero 136-gil|0|40|0|1168010800100440009027032||지고하임|1168010800|논현동||논현1동|0|44|01|9||
06108|서울특별시|Seoul|강남구|Gangnam-gu|||116804166348|봉은사로33길|Bongeunsa-ro 33-gil|0|20|0|1168010800102300014008496||지성빌|1168010800|논현동||논현2동|0|230|01|14||
06047|서울특별시|Seoul|강남구|Gangnam-gu|||116802122001|도산대로|Dosan-daero|0|226|0|1168010800100610006005234||지안빌딩|1168010800|논현동||논현2동|0|61|03|6||
06117|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|629|0|1168010800101750013008337||파낙스빌딩|1168010800|논현동||논현1동|0|175|04|13||
06108|서울특별시|Seoul|강남구|Gangnam-gu|||116804166345|봉은사로29길|Bongeunsa-ro 29-gil|0|24|12|1168010800102290020009430||파라곤빌|1168010800|논현동||논현2동|0|229|01|19||
06041|서울특별시|Seoul|강남구|Gangnam-gu|||116804166785|학동로25길|Hakdong-ro 25-gil|0|31|0|1168010800100290008006412||파이라이트빌딩|1168010800|논현동||논현1동|0|29|01|8||
06107|서울특별시|Seoul|강남구|Gangnam-gu|||116804166568|언주로121길|Eonju-ro 121-gil|0|17|0|1168010800102230002007744||파인시티(FineCity)|1168010800|논현동||논현2동|0|223|01|2||
06109|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|601|0|1168010800102370011008621||파크랜드빌딩|1168010800|논현동||논현2동|0|237|04|11||
06039|서울특별시|Seoul|강남구|Gangnam-gu|||116804166139|논현로145길|Nonhyeon-ro 145-gil|0|52|0|1168010800100110023006206||파크빌|1168010800|논현동||논현1동|0|11|01|23||
